air
288,74,576,147,1151,300,2285,605,12929,3421,26036,6857
289,73,576,147,1152,300,2285,605,12922,3420,26049,6862
289,73,575,147,1151,300,2285,605,12925,3420,26050,6861
289,73,575,147,1151,300,2285,605,12926,3421,26051,6864
289,73,576,147,1151,300,2286,606,12926,3423,26057,6866
289,73,576,147,1152,300,2286,605,12934,3423,26051,6862
289,73,576,147,1152,300,2287,605,12932,3423,26072,6867
289,73,576,147,1152,300,2286,605,12933,3423,26061,6864
289,73,575,147,1152,300,2287,605,12931,3423,26060,6864
289,73,576,147,1152,300,2287,605,12929,3423,26058,6864
289,73,576,147,1153,300,2288,605,12941,3429,26065,6864
289,73,574,147,1152,300,2289,605,12938,3425,26064,6868
289,73,576,147,1153,300,2287,605,12937,3425,26063,6865
288,74,575,147,1152,300,2287,605,12929,3421,26049,6861
289,73,576,147,1153,300,2286,607,12933,3424,26059,6861
289,73,576,147,1152,300,2286,605,12932,3422,26068,6866
288,74,575,147,1152,300,2288,605,12925,3422,26053,6862
289,73,576,147,1151,300,2285,605,12930,3422,26053,6862
289,73,576,147,1152,300,2284,606,12924,3421,26040,6859
289,73,576,147,1151,300,2287,605,12929,3422,26049,6861
289,73,575,147,1151,300,2286,605,12936,3417,26047,6860
289,73,576,147,1152,300,2289,605,12934,3423,26064,6864
289,73,576,147,1151,300,2287,605,12927,3422,26062,6864
289,73,576,147,1151,300,2286,605,12937,3424,26064,6863
289,73,576,147,1152,300,2287,605,12937,3424,26046,6860
289,73,576,147,1152,300,2287,605,12926,3421,26062,6863
289,73,576,147,1151,300,2288,605,12934,3424,26056,6864
289,73,576,147,1152,300,2287,605,12929,3423,26063,6867
289,73,574,147,1151,300,2287,605,12929,3421,26063,6867
289,73,576,147,1151,300,2288,605,12930,3423,26065,6863
289,73,575,147,1152,300,2287,605,12930,3422,26046,6860
289,73,576,147,1152,300,2286,605,12926,3420,26060,6864
289,73,575,147,1151,300,2286,606,12936,3423,26061,6864
289,73,576,147,1152,300,2284,606,12933,3424,26046,6859
289,73,576,147,1152,300,2286,605,12933,3422,26058,6863
289,73,576,147,1152,300,2285,605,12928,3419,26053,6862
288,74,576,147,1152,300,2287,605,12934,3423,26054,6862
289,73,576,147,1152,300,2286,605,12933,3423,26070,6867
289,73,576,147,1153,300,2287,605,12933,3423,26062,6865
289,73,576,147,1148,304,2287,605,12931,3423,26062,6864
288,74,576,147,1153,300,2287,605,12936,3424,26050,6859
289,73,576,147,1152,300,2286,605,12934,3423,26060,6863
289,73,575,147,1152,300,2288,605,12935,3424,26065,6864
289,73,575,147,1152,300,2286,605,12932,3424,26054,6864
289,73,576,147,1152,300,2287,605,12936,3423,26059,6864
289,73,575,147,1152,300,2287,605,12931,3418,26049,6859
1
57,15,108,31,218,64,436,125,2466,707,4944,1414
57,15,108,31,217,64,436,124,2461,704,4937,1411
57,15,108,31,217,64,437,124,2463,705,4938,1412
57,15,108,31,217,64,436,124,2463,705,4938,1411
57,15,108,31,217,64,437,124,2464,705,4939,1411
57,15,108,31,217,64,437,124,2463,705,4938,1411
57,15,108,31,217,64,436,124,2463,704,4935,1411
57,15,108,31,217,64,436,124,2462,705,4936,1410
57,15,108,31,217,64,436,124,2462,705,4930,1410
57,15,108,31,217,64,436,124,2463,704,4932,1409
57,15,108,31,217,64,436,124,2462,704,4932,1409
57,15,108,31,217,64,436,124,2461,704,4932,1411
57,15,108,31,217,64,436,124,2461,704,4930,1409
57,15,108,31,217,64,436,124,2461,704,4931,1409
57,15,108,31,217,64,436,124,2461,704,4929,1410
57,15,108,31,217,64,436,124,2461,704,4928,1411
57,15,108,31,217,64,435,124,2462,703,4927,1409
57,15,107,31,217,64,436,124,2458,703,4928,1409
57,15,107,31,217,64,436,124,2461,704,4931,1408
57,15,108,31,217,64,436,124,2457,703,4929,1410
57,15,107,31,216,64,435,124,2457,703,4926,1409
57,15,107,31,216,64,435,124,2457,703,4926,1409
57,15,107,31,216,64,435,124,2456,703,4927,1409
57,15,107,31,216,64,435,124,2456,703,4920,1408
57,15,107,31,216,64,435,124,2456,702,4921,1408
57,15,107,31,216,64,435,124,2455,703,4922,1409
57,15,107,31,216,64,435,124,2455,703,4922,1408
57,15,107,31,216,64,435,124,2452,702,4916,1408
57,15,107,31,216,64,435,124,2453,702,4918,1407
57,15,107,31,216,64,434,124,2454,702,4915,1407
57,15,107,31,216,64,434,124,2453,701,4915,1406
57,15,107,31,216,64,434,124,2453,702,4915,1407
57,15,107,31,216,64,434,124,2452,701,4912,1405
57,15,107,31,216,64,434,124,2452,701,4914,1407
57,15,107,31,216,64,434,124,2453,701,4912,1405
57,15,107,31,216,64,434,124,2450,701,4908,1405
57,15,107,31,216,64,434,124,2449,701,4908,1404
57,15,107,31,216,64,433,124,2449,701,4902,1413
57,15,107,31,216,64,433,124,2448,700,4906,1404
57,15,107,31,215,64,434,123,2448,701,4903,1403
57,15,107,31,215,64,434,123,2448,700,4903,1403
57,15,107,31,215,64,434,123,2448,700,4903,1403
57,15,107,31,215,64,434,123,2448,700,4904,1402
57,15,107,31,215,64,434,123,2448,700,4904,1402
55,15,107,31,215,64,433,123,2448,700,4904,1402
54,15,107,31,215,64,434,123,2448,700,4904,1402
57,15,108,30,215,64,434,123,2442,700,4896,1402
54,15,108,30,215,64,433,123,2442,700,4896,1401
54,15,108,30,215,64,433,123,2442,700,4897,1401
54,15,107,31,215,64,433,123,2445,700,4897,1401
54,15,108,30,215,64,433,123,2440,700,4894,1399
54,15,108,30,215,64,433,123,2443,700,4896,1401
54,15,108,30,215,64,433,123,2442,700,4899,1402
54,15,108,30,215,64,433,123,2441,700,4893,1401
0.8
86,23,170,46,341,94,680,187,3833,1053,7687,2107
86,23,170,46,340,94,680,187,3831,1052,7687,2109
86,23,171,45,340,94,679,187,3829,1051,7687,2111
86,23,170,46,340,94,679,187,3830,1051,7682,2107
86,23,170,46,340,94,679,187,3830,1050,7683,2107
86,23,170,46,340,94,679,186,3829,1050,7683,2106
86,23,170,46,340,94,678,187,3829,1050,7680,2109
86,23,171,45,340,94,679,186,3827,1050,7675,2105
86,23,170,46,340,94,679,186,3827,1050,7680,2105
86,23,170,46,340,94,679,186,3826,1050,7678,2106
86,23,170,46,340,94,679,186,3826,1050,7677,2107
86,23,170,46,340,94,678,187,3826,1049,7677,2105
86,23,170,46,340,94,679,186,3826,1050,7673,2104
86,23,170,46,340,94,679,186,3825,1050,7678,2106
86,23,170,46,340,94,678,187,3825,1049,7680,2106
86,23,170,46,340,94,679,186,3826,1049,7673,2102
86,23,170,46,340,94,678,186,3827,1049,7670,2106
86,23,170,46,340,94,678,186,3826,1049,7671,2105
86,23,170,46,340,94,678,186,3825,1050,7671,2101
86,23,170,46,340,94,679,186,3825,1049,7667,2107
86,23,170,46,340,94,678,186,3825,1049,7666,2105
86,23,170,46,339,94,678,186,3822,1048,7666,2103
86,23,170,46,339,94,678,186,3821,1048,7663,2102
86,23,170,46,339,94,677,186,3824,1048,7666,2103
